# 59
      1.00000      134.800
     0.891250      129.900
     0.794330      125.000
     0.707950      120.300
     0.630960      115.800
     0.562340      111.600
     0.501190      107.500
     0.446680      103.900
     0.398110      100.700
     0.354810      97.9000
     0.316230      95.6000
     0.281840      93.8000
     0.251190      92.4000
     0.223870      91.1000
     0.199530      89.8000
     0.177830      88.2000
     0.158490      86.8000
     0.141250      85.7000
     0.125890      84.9000
     0.112200      84.1000
     0.100000      83.4000
    0.0891300      82.8000
    0.0794300      82.6000
    0.0707900      82.4000
    0.0631000      82.1000
    0.0562300      82.1000
    0.0501200      82.3000
    0.0446700      82.8000
    0.0398100      83.3000
    0.0354800      83.8000
    0.0316200      84.2000
    0.0281800      85.6000
    0.0251200      87.0000
    0.0223900      88.7000
    0.0199500      90.5000
    0.0177800      92.7000
    0.0158500      95.0000
    0.0141300      97.3000
    0.0125900      99.5000
    0.0112200      102.200
    0.0100000      104.800
   0.00891000      108.400
   0.00794000      112.000
   0.00708000      114.800
   0.00631000      117.700
   0.00562000      120.600
   0.00501000      123.500
   0.00447000      126.200
   0.00398000      129.000
   0.00355000      131.200
   0.00316000      133.400
   0.00282000      135.900
   0.00251000      136.900
   0.00224000      137.300
   0.00200000      137.700
   0.00178000      139.000
   0.00158000      140.300
   0.00141000      141.500
   0.00126000      142.500
