22.85  1.312  133.8  2.2  136.0  136.6  4.0  
33.11  0.905  138.8  2.0  140.8  141.6  3.7
40.82  0.734  142.1  1.9  144.0  144.9  3.4
60.85  0.493  146.1  1.5  147.6  149.1  3.2
93.32  0.321  146.0  1.1  146.1  149.3  3.1

